SIM Count,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Colour Name,Condition,Model Number,Model Name,Title,Price,Brand,Rating,Product Image,Product Link,Expandable Memory Type,Secondary Camera Resolution,Charging Type,Processor Speed,Secondary Camera,Product Weight,Display Type,Display Resolution Type,Operating System,Operating System Number,Processor Number,Fast Charging,What's In The Box,Network Frequency Band,Number of Cores,Glass Technology,Primary Camera Feature,Flash,Video Recording Resolution Type,Water/Dust Properties,Finish,Model Year,Network Type,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Primary Camera (MP),Voice Calling Capability,Processor Name,Sensor,Display Resolution,Refresh Rates,Operating System Version,Audio Jack,Camera Type,Battery Type,Pixels Per Inch,Network,Wireless
Dual SIM,32 MB,600 mAh,32 MB,Egypt Version,1.77 in,SIM (Standard),Blue,,S1-Blue,S1-Blue,S1 Dual Sim Blue 1.77 Inch 32 Mb Ram 32 Ram 2G Gsm,EGP 399.00 Inclusive of VAT,IKU,2.9,[],https://www.noon.com/egypt-en/s1-dual-sim-blue-1-77-inch-32-mb-ram-32-ram-2g-gsm/N51539608A/p/?o=d7f05d879b947a2c,MicroSD,,Micro USB,,,,,,,,,,,GSM,,,,LED,,,,,,,,,16 GB,,,,,128x160,,,,No Camera,,,2G,
Dual SIM,32 MB,600 mAh,32 MB,Egypt Version,1.8 in,SIM (Standard),Grey,,s1-mini-Grey,s1-mini-Grey,S1 Mini Dual Sim Grey 1.8 Inch 32 Mb Ram 32 Rom 2G Gsm,EGP 470.00 Inclusive of VAT,IKU,3.4,"['https://f.nooncdn.com/p/v1635010123/N51539614A_1.jpg', 'https://f.nooncdn.com/p/v1635010122/N51539611A_1.jpg', 'https://f.nooncdn.com/p/v1635010122/N51539612A_1.jpg', 'https://f.nooncdn.com/p/v1635010122/N51539613A_1.jpg']",https://www.noon.com/egypt-en/s1-mini-dual-sim-grey-1-8-inch-32-mb-ram-32-rom-2g-gsm/N51539613A/p/?o=b8c933de99be0a5d,MicroSD,,Micro USB,,,,,,,,,,,GSM,,,,LED,,,,,,,,,16 GB,,,,,128x160,,,,No Camera,,,2G,
Dual SIM,32 MB,1000 mAh,,,1.77 in,,Black,,,,"K350 Dual Sim,1.77 inches, 32 MB ROM+32 MB RAM, 1000mAh battery - Black",EGP 399.00 Inclusive of VAT,KXD,,"['https://f.nooncdn.com/p/pzsku/Z218FF01BACAC962FAB89Z/45/_/1713786450/8d96c17a-846a-45c7-9f7c-82cc949d590c.jpg', 'https://f.nooncdn.com/p/pzsku/ZC32956D99621B52425B5Z/45/_/1713787019/0a1c5549-19a3-4cec-9188-79061881c7fd.jpg']",https://www.noon.com/egypt-en/k350-dual-sim-1-77-inches-32-mb-rom-32-mb-ram-1000mah-battery-black/Z218FF01BACAC962FAB89Z/p/?o=z218ff01bacac962fab89z-1,,,,,,,,,,,,,,GSM,,,Single,,,,,,,,,,,,,,,,,,3.5 mm,,,,2G GSM(850MHz/900MHz/1800MHz/1900MHz),
Dual SIM,6 GB,5000 mAh,128 GB,International Version,6.74 in,Nano SIM,Stardust Black,,,,Redmi 13C Dual SIM Stardust Black 6GB RAM 128GB 4G - Global Version,EGP 6216.00 Inclusive of VAT,Xiaomi,4.1,"['https://f.nooncdn.com/p/pnsku/N70028377V/45/_/1701859079/7531a8a5-fc3b-40f7-aede-96b06788969d.jpg', 'https://f.nooncdn.com/p/pnsku/N70028350V/45/_/1701858868/27faf6f7-7358-4e73-86cb-7fd178cfb07b.jpg']",https://www.noon.com/egypt-en/redmi-13c-dual-sim-stardust-black-6gb-ram-128gb-4g-global-version/N70028350V/p/?o=caff63299be29f8d,MicroSD,8 MP,Type-C,2 GHz,8 - 11.9 MP,192 g,LCD,,Android,13,,,,,,,,,,,,,,,,,,,Yes,,,,90Hz,,,,,,,
Dual SIM,6 GB,3877 mAh,128 GB,International Version,6.1 in,Nano + eSIM,Green,New,iPhone 15 128 International Version,iPhone 15,iPhone 15 128GB Green 5G With FaceTime - International Version,EGP 34598.45 Inclusive of VAT,Apple,4.7,"['https://f.nooncdn.com/p/pnsku/N53433298A/45/_/1694762142/3e3d796f-1083-4fdc-a155-65c36489b69d.jpg', 'https://f.nooncdn.com/p/pnsku/N53433297A/45/_/1694762206/4d099e8c-a2fa-47dc-8450-5cced0eff754.jpg', 'https://f.nooncdn.com/p/pnsku/N53433293A/45/_/1694762131/16e61562-6282-4ab0-9b20-e16675560d88.jpg', 'https://f.nooncdn.com/p/pnsku/N53432561A/45/_/1694762130/d781c274-56ba-4c4c-98a8-c46fc7a58fee.jpg', 'https://f.nooncdn.com/p/pnsku/N53433248A/45/_/1694762159/87534850-d03d-48ce-9109-f440e7184825.jpg']",https://www.noon.com/egypt-en/iphone-15-128gb-green-5g-with-facetime-international-version/N53433293A/p/?o=f2b676deae4f58cb,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A16,Yes,,,Octa Core,,Dual,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,60Hz,,,,,,,
,,,,,,,,,Bm10,Bm10,هاتف ثنائي الشريحة، باتصال لاسلكي، وسعة تخزين 32 ميجابايت، ويدعم تقنية 2G,EGP 475.00 Inclusive of VAT,ماركة غير محددة,3.4,[],https://www.noon.com/egypt-en/32-2g/ZC2A3528A5E03B4287C7BZ/p/?o=zc2a3528a5e03b4287c7bz-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,12 GB,5200 mAh,512 GB,Middle East Version,6.7 in,Nano SIM,Emerald Green,New,"5109BFRH, ELI-NX9",HONOR 200,200 5G Dual SIM Emerald Green 12GB RAM + 512GB - Middle East Version,EGP 23999.00 Inclusive of VAT,Honor,,"['https://f.nooncdn.com/p/pnsku/N70091784V/45/_/1720705850/7ea1f2dc-3af4-4df9-b922-8d8cea3c1650.jpg', 'https://f.nooncdn.com/p/pnsku/N70091759V/45/_/1720705289/d6e81528-749e-4a49-8d40-ad08a34fbd6b.jpg', 'https://f.nooncdn.com/p/pnsku/N70091758V/45/_/1720705248/38f31355-99d7-4bc0-a78d-e688be2ceaf4.jpg']",https://www.noon.com/egypt-en/200-5g-dual-sim-emerald-green-12gb-ram-512gb-middle-east-version/N70091759V/p/?o=de2d311a05b6daea,No Expandable Memory,50 MP,Type-C,,32 MP & Above,,OLED,FHD+,Android,,,Yes,,GSM/LTE/UMTS,Octa Core,,Triple,LED,,,,2024,5G,,,,,50+50+12 Mp,Yes,Qualcomm Snapdragon,,1284x2778,,Android 14,,,,,,
Dual SIM,8 GB,4852 mAh,256 GB,International Version,6.7 in,Nano + eSIM,Natural Titanium,New,iPhone 15 Pro Max,iPhone 15 Pro Max,iPhone 15 Pro Max 256GB Natural Titanium 5G With FaceTime - International Version,EGP 62665.95 Inclusive of VAT,Apple,4.5,"['https://f.nooncdn.com/p/pnsku/N53432608A/45/_/1694762141/ea18c264-39be-4c71-9fdf-de03f9fea5c2.jpg', 'https://f.nooncdn.com/p/pnsku/N53433292A/45/_/1694762130/1b9a13f0-c734-4017-9dfa-65001f1087e9.jpg', 'https://f.nooncdn.com/p/pnsku/N53432845A/45/_/1694762141/a23172b3-a472-4b89-a396-40deba651981.jpg', 'https://f.nooncdn.com/p/pnsku/N53433290A/45/_/1694762152/5bf51781-3904-48c7-ac99-102b49824239.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-max-256gb-natural-titanium-5g-with-facetime-international-version/N53432845A/p/?o=d41ec7923bee682b,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,3 GB,5000 mAh,64 GB,Middle East Version,6.6 in,Nano SIM,Starlish Black,New,A70,A70,A70 Dual SIM Starlish Black (3+5)GB RAM 64GB 4G - Middle East Version,EGP 3549.00 Inclusive of VAT,ITEL,4,"['https://f.nooncdn.com/p/pnsku/N70027162V/45/_/1701156114/a9183cf2-10f2-4c0b-bb02-a0e115bd22ac.jpg', 'https://f.nooncdn.com/p/pnsku/N70027155V/45/_/1701155813/9b75bdd5-0ed6-448d-ba7d-5dfded37f53e.jpg', 'https://f.nooncdn.com/p/pnsku/N70027158V/45/_/1701156043/b77f1b87-49bf-4616-8db0-6a9dc35a0f26.jpg', 'https://f.nooncdn.com/p/pnsku/N70027161V/45/_/1701155952/41386614-19b2-4019-8250-b923e37f4cb9.jpg']",https://www.noon.com/egypt-en/a70-dual-sim-starlish-black-3-5-gb-ram-64gb-4g-middle-east-version/N70027161V/p/?o=be0963146202dd6a,,8 MP,Type-C,,8 - 11.9 MP,,,,,,T603,,,LTE,Octa Core,,,,,,,,4G,,,,,13MP,Yes,Unisoc,,,,,,,,,,
Dual SIM,8 GB,4852 mAh,256 GB,Middle East Version,6.7 in,Nano + eSIM,White Titanium,New,"MU6Q3AH/A, MU783AA/A",iPhone 15 Pro Max,iPhone 15 Pro Max 256GB White Titanium 5G With FaceTime - Middle East Version,EGP 61998.95 Inclusive of VAT,Apple,4.7,"['https://f.nooncdn.com/p/pnsku/N53432493A/45/_/1694762141/b2ee3ac8-6f63-4829-a50e-635506aa09b7.jpg', 'https://f.nooncdn.com/p/pnsku/N53432591A/45/_/1694762153/a427f668-a7f9-4be4-b633-58f6bf8ccc6d.jpg', 'https://f.nooncdn.com/p/pnsku/N53432547A/45/_/1694762192/fd45d583-8af9-4ff3-8032-af4a5a3c553c.jpg', 'https://f.nooncdn.com/p/pnsku/N53432479A/45/_/1694762196/41851adf-464e-4d18-ac48-b8647ab2600b.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-max-256gb-white-titanium-5g-with-facetime-middle-east-version/N53432479A/p/?o=caedb4f5343f533e,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,12 GB,5000 mAh,256 GB,International Version,6.8 in,Nano SIM,Titanium Black,New,S24 Ultra Titanium Black 12/256 International Version,S24 Ultra Titanium Black 12/256 International Version,Galaxy S24 Ultra Dual SIM Titanium Black 12GB RAM 256GB 5G - International Version,EGP 45850.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/pnsku/N70036947V/45/_/1705580048/ecdd88b8-8e28-4758-9a1e-deb3e6507f0e.jpg', 'https://f.nooncdn.com/p/pnsku/N70036948V/45/_/1705580060/3ce12b8d-b42a-4743-8cd8-da2ea0eaeeb1.jpg', 'https://f.nooncdn.com/p/pnsku/N70036949V/45/_/1705580057/0594b51d-51f3-4000-afee-7984d0292e55.jpg', 'https://f.nooncdn.com/p/pnsku/N70036950V/45/_/1705580011/cda32ae7-7263-4444-be34-40fc9963aca1.jpg']",https://www.noon.com/egypt-en/galaxy-s24-ultra-dual-sim-titanium-black-12gb-ram-256gb-5g-international-version/N70036947V/p/?o=d2d362bd13754eff,,12 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,,GSM/LTE/UMTS,,,Triple,,,,,,5G,,,,,200+10+12,,,,,120Hz,,,,,,,
Dual SIM,8 GB,3650 mAh,256 GB,Middle East Version,6.1 in,Nano + eSIM,Black Titanium,New,"MTUC3AH/A,MTV13AA/A",iPhone 15 Pro,iPhone 15 Pro 256GB Black Titanium 5G With FaceTime - Middle East Version,EGP 59998.95 Inclusive of VAT,Apple,4.5,"['https://f.nooncdn.com/p/pnsku/N53432477A/45/_/1694762162/a5341766-8bac-4224-ab5e-c818c2055e79.jpg', 'https://f.nooncdn.com/p/pnsku/N53432635A/45/_/1694762152/0267234a-aa97-4ef9-821c-fe2f4d9d603c.jpg', 'https://f.nooncdn.com/p/pnsku/N53432933A/45/_/1694762130/1ffcd029-6aeb-4420-b63d-c3d534ebd470.jpg', 'https://f.nooncdn.com/p/pnsku/N53432514A/45/_/1694762204/582d3da8-a6e3-4761-85fb-6d912acedf3c.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-256gb-black-titanium-5g-with-facetime-middle-east-version/N53432477A/p/?o=f35c4cb5aa557a5e,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,16 GB,5000 mAh,128 GB,Middle East Version,6.6 in,Nano SIM,Dawn White,New,S667LN,S24,S24 Dual SIM Dawn White 8+8GB RAM 128GB 4G,EGP 6222.00 Inclusive of VAT,ITEL,,[],https://www.noon.com/egypt-en/s24-dual-sim-dawn-white-8-8gb-ram-128gb-4g/N70100926V/p/?o=afee18ce68fe751f,,8 MP,Type-C,,8 - 11.9 MP,,,,Android,,,,,LTE,,,,,,,,,4G,,,,,108 MP,,,,,,Android 13,,,,,,
Dual SIM,8 GB,3561 mAh,128 GB,Middle East Version,6.1 in,Nano + eSIM,Black,New,"MYDQ3AE/A , MYDQ3AH/A",iPhone 16,iPhone 16 128GB Black 5G With FaceTime - Middle East Version,EGP 50999.00 Inclusive of VAT,Apple,4.9,"['https://f.nooncdn.com/p/pnsku/N70105548V/45/_/1725964765/afea030f-b610-4443-a2da-2c70bc05e5f2.jpg', 'https://f.nooncdn.com/p/pnsku/N70105547V/45/_/1725965683/68ef5ded-96ed-4aab-ade7-767d106485e9.jpg', 'https://f.nooncdn.com/p/pnsku/N70105550V/45/_/1725964713/4a675c1a-e5f7-44be-b1b9-593047396f81.jpg', 'https://f.nooncdn.com/p/pnsku/N70105549V/45/_/1725965654/d1094e73-340f-478d-89c3-f1d1a5363259.jpg', 'https://f.nooncdn.com/p/pnsku/N70105551V/45/_/1725964812/6cfaafb7-8e17-4695-b7e5-2b16e083f81b.jpg']",https://www.noon.com/egypt-en/iphone-16-128gb-black-5g-with-facetime-middle-east-version/N70105548V/p/?o=e9c00dc31271a3fd,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,,Retina Display,,iOS,,A18,Yes,Mobile + Charging Cable,,Hexa Core,,Dual,Dual Tone flash,,Water Resistant,,2024,5G,,,,,48+12,Yes,Apple Bionic,,1179x2556,120Hz,iOS 18,Type-C,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Flowing Silver,New,CLK - LX2,X7b,"X7b Dual SIM 6GB RAM 256GB 4G - Flowing Silver, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-flowing-silver-with-honor-x6-earbuds-white/N70070456V/p/?o=cd9c76eff4ef546b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Emerald Green,New,CLK - LX2,X7b,"X7b Dual SIM  6GB RAM 256GB 4G - Emerald Green, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-emerald-green-with-honor-x6-earbuds-white/N70070457V/p/?o=be0b92ad992f323a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,Midnight Black,New,CLK - LX2,X7b,"X7b Dual SIM 6GB RAM 256GB 4G - Midnight Black, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-midnight-black-with-honor-x6-earbuds-white/N70070455V/p/?o=acec4395fb86acad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,4676 mAh,256 GB,International Version,6.9 in,Nano + eSIM,White Titanium,New,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max 256GB White Titanium 5G With FaceTime - International Version,EGP 75555.00 Inclusive of VAT,Apple,4.9,"['https://f.nooncdn.com/p/pnsku/N70106062V/45/_/1726043625/0b07a32d-ddd4-48d4-9352-f38872e9d7bd.jpg', 'https://f.nooncdn.com/p/pnsku/N70106183V/45/_/1726043631/3064c465-3457-42ef-a234-0b6382365281.jpg', 'https://f.nooncdn.com/p/pnsku/N70106061V/45/_/1726043630/d225a24d-f8df-48e5-b4ff-211fc5450139.jpg', 'https://f.nooncdn.com/p/pnsku/N70106233V/45/_/1725964034/9db15205-9dce-4357-b5cb-95730dcec2bd.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-max-256gb-white-titanium-5g-with-facetime-international-version/N70106233V/p/?o=cac57ad0dc273a0e,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,227 g,OLED,,iOS,,A18 Pro,Yes,,,Hexa Core,,Triple,Dual Tone flash,,,,2024,5G,77.6 mm,163 mm,8.3 mm,,48+48+12,Yes,,,,120Hz,iOS 18,,,,,,
Dual SIM,12 GB,5000 mAh,256 GB,International Version,6.8 in,Nano SIM,Green,New,S23 Ultra Green 12/256,Galaxy S23 Ultra,Galaxy S23 Ultra 5G Dual SIM Green 12GB RAM 256GB - International Version,EGP 39450.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/v1687430489/N53379182A_1.jpg', 'https://f.nooncdn.com/p/v1685437589/N53409631A_1.jpg', 'https://f.nooncdn.com/p/v1687430490/N53379302A_1.jpg', 'https://f.nooncdn.com/p/v1687430489/N53379301A_1.jpg', 'https://f.nooncdn.com/p/v1685437459/N53409647A_1.jpg', 'https://f.nooncdn.com/p/v1687430487/N53379147A_1.jpg', 'https://f.nooncdn.com/p/v1685437473/N53409644A_1.jpg', 'https://f.nooncdn.com/p/v1685435562/N53409578A_1.jpg']",https://www.noon.com/egypt-en/galaxy-s23-ultra-5g-dual-sim-green-12gb-ram-256gb-international-version/N53379302A/p/?o=e8dd9356f99aa80b,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,,Dynamic AMOLED,,Android,13,,Yes,,,Octa Core,,Quad,LED,,,,2023,5G,,,,,200+10+10+12 MP,,,,,120Hz,,,,,,,
Dual SIM,8 GB,4852 mAh,512 GB,Middle East Version,6.7 in,Nano + eSIM,Black Titanium,New,"MU6U3AH/A,MU7C3AA/A",iPhone 15 Pro Max,iPhone 15 Pro Max 512GB Black Titanium 5G With FaceTime - Middle East Version,EGP 69999.00 Inclusive of VAT,Apple,4.5,"['https://f.nooncdn.com/p/pnsku/N53433233A/45/_/1694762131/22aebdac-81dc-481d-a81e-33c571ea7254.jpg', 'https://f.nooncdn.com/p/pnsku/N53432589A/45/_/1694762130/2f6c657e-30e3-4263-b771-b02412b63436.jpg', 'https://f.nooncdn.com/p/pnsku/N53432934A/45/_/1694762222/169952c2-04b2-47e9-acb4-7c3d51e2c6fd.jpg', 'https://f.nooncdn.com/p/pnsku/N53432588A/45/_/1694762200/ab39f9da-ef63-4c59-9740-2a11dc046d9b.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-max-512gb-black-titanium-5g-with-facetime-middle-east-version/N53433233A/p/?o=abf647d84d9ef69c,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,8 GB,4676 mAh,1 TB,Middle East Version,6.9 in,Nano + eSIM,Desert Titanium,New,"MYWT3AE/A , MYWT3AH/A",iPhone 16 Pro Max,iPhone 16 Pro Max 1TB Desert Titanium 5G With FaceTime - Middle East Version,EGP 112222.00 Inclusive of VAT,Apple,4.2,"['https://f.nooncdn.com/p/pnsku/N70105598V/45/_/1726211186/26eb853a-bcbd-43d7-a45d-570a0da4a5cf.jpg', 'https://f.nooncdn.com/p/pnsku/N70105597V/45/_/1726211176/dc206d30-7ab4-4f6f-b0f1-645cb51f2436.jpg', 'https://f.nooncdn.com/p/pnsku/N70105599V/45/_/1726211178/16d98787-f030-4f35-8a05-7fbaa3fff6a9.jpg', 'https://f.nooncdn.com/p/pnsku/N70105600V/45/_/1726211159/ec17d75b-681f-4e1b-8a72-2d8a27515482.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-max-1tb-desert-titanium-5g-with-facetime-middle-east-version/N70105597V/p/?o=d7b319fc09aa805a,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,227 g,OLED,,iOS,,A18 Pro,Yes,,,Hexa Core,,Triple,Dual Tone flash,,,,2024,5G,77.6 mm,163 mm,8.3 mm,,48+48+12,Yes,,,,120Hz,iOS 18,,,,,,
Dual SIM,6 GB,4912 mAh,128 GB,International Version,6.7 in,Nano + eSIM,Pink,New,iPhone 15 Plus,iPhone 15 Plus,iPhone 15 Plus 128GB Pink 5G With FaceTime - International Version,EGP 49999.00 Inclusive of VAT,Apple,4.5,"['https://f.nooncdn.com/p/pnsku/N53432593A/45/_/1694762140/525f77ac-634b-4f10-b6a2-0ad9ad8c67b0.jpg', 'https://f.nooncdn.com/p/pnsku/N53432662A/45/_/1694762173/6092f45c-07a4-4576-8a29-872dc6cfcc41.jpg', 'https://f.nooncdn.com/p/pnsku/N53432550A/45/_/1694762153/c31a3e12-c0aa-4281-911b-433d198ad0e6.jpg', 'https://f.nooncdn.com/p/pnsku/N53433271A/45/_/1694762189/11be0148-22e6-4ac2-8c91-db5105e2e23a.jpg', 'https://f.nooncdn.com/p/pnsku/N53432695A/45/_/1694762138/0cde4ccc-3549-4262-b23f-cb892db981c0.jpg']",https://www.noon.com/egypt-en/iphone-15-plus-128gb-pink-5g-with-facetime-international-version/N53433271A/p/?o=e26422a01b150d0a,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A16,Yes,,,Octa Core,,Dual,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,60Hz,,,,,,,
Dual SIM,12 GB,5000 mAh,256 GB,Middle East Version,6.7 in,Nano SIM,Parrot Blue,New,realme Realme P1 Pro 5G,realme Realme P1 Pro 5G,"Realme P1 Pro 5G 12GB RAM, 256GB Parrot Blue-Middle east version",EGP 14550.00 Inclusive of VAT,realme,,[],https://www.noon.com/egypt-en/realme-p1-pro-5g-12gb-ram-256gb-parrot-blue-middle-east-version/N70118872V/p/?o=fe460c17822a48db,,,Type-C,,,,,,Android,,,,,,,,,,,,,,5G,,,,,,,,,,,,,,,,,
Dual SIM,32 MB,2500 mAh,21 MB,,1.77 in,,Red,,,,"M21 Dual Sim, 1.77 inches,2500mAh Battery, 2G - Red",EGP 444.00 Inclusive of VAT,KXD,2.6,"['https://f.nooncdn.com/p/pzsku/Z1B3651C4035F0D3045C1Z/45/_/1702549481/41e51197-e648-465d-b5b9-730ed3f054bc.jpg', 'https://f.nooncdn.com/p/pzsku/ZC1A3ABB87D15960DF59EZ/45/_/1702557767/cddb09b9-120a-429a-aa4a-007d8eeb7e26.jpg', 'https://f.nooncdn.com/p/pzsku/ZAD6496A3A46D4365BC35Z/45/_/1702558581/af400a5d-597f-4fc2-bd73-5ccc0a370c74.jpg']",https://www.noon.com/egypt-en/m21-dual-sim-1-77-inches-2500mah-battery-2g-red/ZAD6496A3A46D4365BC35Z/p/?o=zad6496a3a46d4365bc35z-1,,,,,,,,,,,,,,GSM,,,Single,,,,,,,,,,,0.08,,,,1024x576,,,,,Lithium Ion,,2G GSM(850MHz/900MHz/1800MHz/1900MHz),
Dual SIM,8 GB,4676 mAh,256 GB,Middle East Version,6.9 in,Nano + eSIM,White Titanium,New,"MYWH3AE/A , MYWH3AH/A",iPhone 16 Pro Max,iPhone 16 Pro Max 256GB White Titanium 5G With FaceTime - Middle East Version,EGP 76666.00 Inclusive of VAT,Apple,4.9,"['https://f.nooncdn.com/p/pnsku/N70105591V/45/_/1726043597/8211f8d6-03c7-4f76-a29d-c93ef0d026af.jpg', 'https://f.nooncdn.com/p/pnsku/N70105592V/45/_/1726043633/aa2f8393-ed30-467b-b456-c8b10fad6e8f.jpg', 'https://f.nooncdn.com/p/pnsku/N70105590V/45/_/1726043608/b96466e2-9d2c-4cf5-b6a8-e589883e94c3.jpg', 'https://f.nooncdn.com/p/pnsku/N70105588V/45/_/1725963921/25404746-163f-495d-b705-984c3a2890f8.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-max-256gb-white-titanium-5g-with-facetime-middle-east-version/N70105588V/p/?o=dbe36a4f35f47dca,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,227 g,OLED,,iOS,,A18 Pro,Yes,,,Hexa Core,,Triple,Dual Tone flash,,,,2024,5G,77.6 mm,163 mm,8.3 mm,,48+48+12,Yes,,,,120Hz,iOS 18,,,,,,
Dual SIM,6 GB,2815 mAh,128 GB,International Version,6.1 in,Nano + eSIM,Graphite,New,iPhone 12 Pro,iPhone 12 Pro,iPhone 12 Pro With Facetime 128GB Graphite 5G - International Specs,EGP 30950.00 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/v1686131967/N41247239A_1.jpg', 'https://f.nooncdn.com/p/v1686205661/N41247234A_1.jpg', 'https://f.nooncdn.com/p/v1686131967/N41247216A_1.jpg', 'https://f.nooncdn.com/p/v1686131964/N41246629A_1.jpg']",https://www.noon.com/egypt-en/iphone-12-pro-with-facetime-128gb-graphite-5g-international-specs/N41247234A/p/?o=e487b851dbb1df1a,No Expandable Memory,12 MP,Type-C,,12 - 15.9 MP,,OLED,,iOS,,,Yes,,Not Applicable,,,,,,,,2020,,,,,,12+12+12MP,,A14 Bionic,,,,,,,,460,,
